Company,Shortname,Link 
NELCO,NR,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/nelco/NEL
GTL,GTS,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/gtl/GTL01
Lakshmi Machine,LMW,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW
Indian Card,ICC01,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/indiancardclothing/ICC01
STI India,STI01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/stiindia/STI01
Vardhman Text,MSM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10
RITES,R06,https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02
TCNS Clothing C,TCC,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tcnsclothingco/TCC
Cantabil Retail,CRI01,https://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01
Standard Ind,SI36,https://www.moneycontrol.com/india/stockpricequote/chemicals/standardindustries/SI36
Shiva Mills Lim,SHIVA54096,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/shivamillslimited/SHIVA54096
Page Industries,PI35,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35
Alok Industries,ATI,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54
KPR Mill,M09,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15
Welspun India,WI03,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03
Trident,AI01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01
Garware Technic,GWR,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR
Lux Industries,LHI,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI
Swan Energy,SM09,https://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09
Indo Count,ICI07,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07
Rupa and Comp,RC12,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14
Raymond,R,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R
Mayur Uniquoter,MU,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU
PDS Multi,PDS,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/pdsmultinationalfashions/PDS
Filatex India,FI06,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filatexindia/FI06
Arvind,AM,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/arvind/A18
Bombay Dyeing,BDM,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/bombaydyeingmanufacturingcompany/BDM
Dollar Ind,DI27,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/dollarindustries/DI29
Himatsingka Sei,HS,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS
Ganesha Ecosph,GP01,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ganeshaecosphere/GP01
Future Life,FLF01,https://www.moneycontrol.com/india/stockpricequote/retail/futurelifestylefashions/FLF01
Kewal Kiran,KKC02,https://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
Indo Rama Synth,IRS,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramasyntheticsindia/IRS
Jindal Worldwid,JW01,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/jindalworldwide/JW01
Siyaram Silk,SSM05,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05
Kitex Garments,KG01,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01
Sutlej Textiles,STI9,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/sutlejtextilesindustries/STI9
Century Enka,CE,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/centuryenka/CE
Ambika Cotton,ACM04,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ambikacottonmills/ACM04
Monte Carlo,MC19,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/montecarlofashions/MC05
Nitin Spinners,NS12,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nitinspinners/NS12
RSWM,RSW,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rswm/RSW01
Pearl Global In,HPF01,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pearlglobalindustries/HPF01
S P Apparels,A09,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/spapparels/A
Sangam India,SI03,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sangamindia/SI03
Nahar Spinning,NSM,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/naharspinningmills/NSM
Gokaldas Export,GE05,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/gokaldasexports/GE05
Vishal Fabrics,VF09,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vishalfabrics/VF01
Ashima,AS08,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ashima/A10
Ruby Mills,RM04,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/rubymills/RM04
Zodiac Clothing,ZCC,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/zodiacclothingcompany/ZCC
AYM Syntex,WS01,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/aymsyntex/WS01
Bombay Rayon,BRF,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bombayrayonfashions/BRF
Bannari A Spg,BAS01,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bannariammanspinningmills/BAS01
Sarla Performan,SP07,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sarlaperformancefibers/SPF01
Shiva Texyarn,AF10,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shivatexyarn/ST17
JBF Industries,JBF,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/jbfindustries/JBF
Orbit Exports,OE,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/orbitexports/OE
Nahar Ent,NIE,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/naharindustrialenterprises/NIE
Banswara Syntex,BS01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/banswarasyntex/BS01
Donear Ind,DI13,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/donearindustries/DI25
Nandan Denim,NE06,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/nandandenim/NE06
Ginni Filaments,GF01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ginnifilaments/GF01
Maral Overseas,MO,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO
Lovable Lingeri,LL05,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/lovablelingerie/LL04
Indian Terrain,ITF,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/indianterrainfashions/ITF
Pioneer,PE,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/pioneerembroideries/PE
VIP Clothing,MI45,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/vipclothing/MI53
SPL Industries,SPL9,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/splindustries/SPL9
TT,TT06,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/tt/TT06
Weizmann,W02,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/weizmann/W02
Flexituff Ventu,FI19,https://www.moneycontrol.com/india/stockpricequote/packaging/flexituffventuresinternational/FI08
Sumeet Ind,SI45,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/sumeetindustries/SI45
Morarjee Text,MT12,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/morarjeetextiles/MT12
Damodar Ind,DT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/damodarindustries/DT
Lambodhara Text,LT02,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/lambodharatextile/LT02
Suryalakshmi Co,SCM02,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryalakshmicottonmills/SCM02
Aarvee Denim,ADE,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/aarveedenimexports/ADE
DCM,DCM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dcm/DCM
Salona Cotspin,SC48,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/salonacotspin/SC48
CIL Nova Petro,CIL05,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/cilnovapetrochemicals/CIL05
Bang Overseas,BO02,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/bangoverseas/BO02
Vardhman Poly,VP,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmanpolytex/VP09
BSL,BSL,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/bsl/BSL
Bhandari Hosier,BHE02,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/bhandarihosieryexports/BHE02
Celebrity Fash,CFL04,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/celebrityfashions/CFL04
Super Spinning,SSM07,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/superspinningmills/SSM07
STL Global,SG12,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/stlglobal/STL05
Nagreeka Export,NE,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nagreekaexports/NE
Eastern Silk,ESI,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/easternsilkindustries/ESI06
Patspin India,PI07,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/patspinindia/PI07
Integra Garment,IGT,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/integragarmentstextiles/IGT
Shekhawati Poly,SP35,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/shekhawatipolyyarn/SP09
Mohota Ind,RRM,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/mohotaindustries/RRM
Jindal Cotex,JC06,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/jindalcotex/JC
Mohit Ind,MF11,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mohitindustries/MI36
Raj Rayon Ind,RR01,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajrayonindustries/RR01
Spentex Ind,SI35,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/spentexindustries/SI35
Alps Industries,AI12,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/alpsindustries/AI12
Gangotri Textil,GT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gangotritextiles/GT
Adani Enterpris,AE01,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13
Sundram,SF,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23
Redington,RI37,https://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37
MMTC Ltd,MMT,https://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT
MSTC,M14,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mstc/M21
Yaarii Digital,IWS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/yaariidigitalintegratedservices/IWS
Hexa Tradex,HT01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/hexatradex/HT03
Uniphos Ent,UP02,https://www.moneycontrol.com/india/stockpricequote/trading/uniphosenterprises/UE
STC India,STC,https://www.moneycontrol.com/india/stockpricequote/trading/statetradingcorporationindia/STC
PTL Enterprises,PT03,https://www.moneycontrol.com/india/stockpricequote/tyres/ptlenterprises/PTL06
Kothari Product,KP06,https://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06
SEL,SE18,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakumaexportsltd/SAKUM53271
Signet Ind,SF22,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/signetindustries/SF22
Ausom Enterp,CE06,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ausomenterprise/CE06
Sicagen India,SI86,https://www.moneycontrol.com/india/stockpricequote/trading/sicagenindia/SI91
Zenithexpo,ZE,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/zenithexports/ZE
Kalpataru Power,KPT,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpatarupowertransmission/KPT
Adani Ports,MPS,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS
Easy Trip,ETP01,https://www.moneycontrol.com/india/stockpricequote/travelservices/easytripplanners/ETP01
Thomas Cook,TCI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI
BLS Internation,BLS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/blsinternationalservices/BLS
Cox & Kings,CK,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkings/CK
Zee Entertain,ZT,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE
Sun TV Network,STV01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01
TV18 Broadcast,GBN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN
Network 18,NF07,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/network18mediainvestments/NMI
TV TodayNetwork,TVT,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT
Nxtdigital,HFC01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nxtdigital/HV
Music Broadcast,MB04,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/musicbroadcast/MB05
Ent Network Ind,ENI,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI
NDTV,NDT01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/newdelhitelevision/NDT01
Zee Media,ZN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeemediacorporation/ZN
Raj Television,RTN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/rajtelevisionnetwork/RTN
Siti Networks,WWI,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sitinetworks/WWI
TV Vision,TVV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvvision/TVV
Jain Studios,JS04,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jainstudio/JS04
Ortel Comm,OC13,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/ortelcommunications/OC05
Ruchi Soya,RSI,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ruchisoyaindustries/RSI
Agro Tech Foods,ITC02,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF
AVT Natural,AVT,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/avtnaturalproducts/AVT02
BCL Industries,BC06,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/bcllimited/BC06
Gokul Agro,GAR,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/gokulagroresources/GAR
Gokul Refoils,GRS,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/gokulrefoilssolvent/GRS
Ruchinfra,RI27,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ruchiinfrastructure/RI27
Sanwaria Consum,SAO,https://www.moneycontrol.com/india/stockpricequote/personalcare/sanwariaconsumer/SAO
Raj Oil Mills,ROM01,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/rajoilmills/ROM01
KDDL,KD05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kddl/KDD
CenturyPlyboard,CP9,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Greenply Ind,GI19,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/greenplyindustries/GI19
